Id,Title,Description,Status,Priority,Assigned,CreatedDate,UpdatedDate,TaskCode,ProjectId
858,Добавить уведомления,Иногда возникает ошибка при работе с API,Review,High,maria,2026-02-23T00:00:00,2026-02-23T00:00:00,KAN-858,2
859,Оптимизировать запросы базы данных,Добавить обработку ошибок БД,InProgress,Medium,anna|john,2026-01-15T00:00:00,2026-02-01T00:00:00,KAN-859,3
860,Исправить нестабильное поведение функции,Добавить обработку ошибок БД,InProgress,Low,ivan,2026-01-15T00:00:00,2026-01-29T00:00:00,KAN-860,1
861,Добавить комментарии к задачам,Исправить нестабильное поведение функции,ToDo,High,olga|alex,2026-01-17T00:00:00,2026-01-18T00:00:00,KAN-861,3
862,Исправить проблему с блокировками,Оптимизировать транзакции,Done,Low,john|ivan,2026-03-18T00:00:00,2026-03-24T00:00:00,KAN-862,3
863,Исправить нестабильное поведение функции,Добавить дедлайны задач,InProgress,Medium,maria,2026-03-15T00:00:00,2026-03-24T00:00:00,KAN-863,2
864,Добавить обработку ошибок БД,Добавить индексы для таблиц,ToDo,Medium,john,2026-01-06T00:00:00,,KAN-864,4
865,Обновить интерфейс страницы,Интегрировать с внешними сервисами,ToDo,Medium,olga|john,2026-01-27T00:00:00,,KAN-865,1
866,Обновить интерфейс страницы,Добавить новые связи между таблицами,Done,Low,anna|ivan,2026-02-02T00:00:00,,KAN-866,4
867,Реализовать дополнительную бизнес-логику,Оптимизировать отправку сообщений,InProgress,Medium,olga,2026-01-03T00:00:00,2026-01-08T00:00:00,KAN-867,4
868,Реализовать новую функцию интерфейса,Добавить журнал изменений БД,ToDo,Medium,ivan|alex,2026-03-20T00:00:00,,KAN-868,3
869,Добавить индексы для таблиц,Интегрировать с внешними сервисами,Done,Medium,maria|john,2026-04-07T00:00:00,,KAN-869,4
870,Оптимизировать отправку сообщений,Добавить страницу настроек проекта,ToDo,Medium,john|olga,2026-03-04T00:00:00,,KAN-870,3
871,Добавить индексы для таблиц,Интегрировать с внешними сервисами,Review,Medium,olga|john,2026-01-07T00:00:00,2026-01-20T00:00:00,KAN-871,2
872,Реализовать кэширование запросов,Добавить восстановление пароля,InProgress,Medium,ivan,2026-03-25T00:00:00,2026-04-13T00:00:00,KAN-872,4
873,Оптимизировать запросы базы данных,Интегрировать с внешними сервисами,Done,Low,olga|anna,2026-03-08T00:00:00,2026-03-20T00:00:00,KAN-873,5
874,Оптимизировать процесс входа,Реализовать дополнительную бизнес-логику,Review,Medium,anna|alex,2026-02-15T00:00:00,2026-02-25T00:00:00,KAN-874,1
875,Добавить метки задач,Оптимизировать процесс входа,Done,High,anna|maria,2026-01-28T00:00:00,,KAN-875,2
876,Добавить обработку ошибок БД,Оптимизировать отправку сообщений,InProgress,Low,anna|john,2026-03-21T00:00:00,2026-04-10T00:00:00,KAN-876,1
877,Добавить обработку ошибок отправки,Добавить роли пользователей,InProgress,Low,alex|john,2026-03-23T00:00:00,2026-04-01T00:00:00,KAN-877,2
878,Добавить журнал изменений БД,Интегрировать с внешними сервисами,ToDo,Medium,john,2026-03-07T00:00:00,2026-03-15T00:00:00,KAN-878,2
879,Добавить страницу настроек проекта,Оптимизировать отправку сообщений,InProgress,Medium,maria|john,2026-03-18T00:00:00,2026-03-22T00:00:00,KAN-879,5
880,Добавить роли пользователей,Исправить ошибку регистрации,Review,Low,john,2026-03-16T00:00:00,2026-03-21T00:00:00,KAN-880,3
881,Добавить журнал отправленных уведомлений,Добавить обработку ошибок,Done,Medium,alex|john,2026-04-06T00:00:00,,KAN-881,2
882,Оптимизировать транзакции,Добавить новые связи между таблицами,Review,Medium,alex|ivan,2026-02-27T00:00:00,2026-03-01T00:00:00,KAN-882,5
883,Добавить восстановление пароля,Добавить проверку данных,InProgress,Medium,alex,2026-02-05T00:00:00,2026-02-18T00:00:00,KAN-883,5
884,Добавить журнал изменений БД,Обновить механизм сессий,ToDo,Medium,maria,2026-03-27T00:00:00,2026-04-12T00:00:00,KAN-884,2
885,Добавить журнал отправленных уведомлений,Добавить дедлайны задач,InProgress,High,john,2026-01-22T00:00:00,,KAN-885,5
886,Реализовать дополнительную бизнес-логику,Реализовать обработку ошибок отправки,Done,Medium,maria,2026-01-20T00:00:00,,KAN-886,1
887,Улучшить проверку логина,Реализовать новую функцию интерфейса,ToDo,Medium,john|olga,2026-01-15T00:00:00,2026-02-04T00:00:00,KAN-887,2
888,Оптимизировать запросы базы данных,Реализовать кэширование запросов,ToDo,Low,john|olga,2026-02-07T00:00:00,2026-02-21T00:00:00,KAN-888,3
889,Добавить индексы для таблиц,Интегрировать с внешними сервисами,InProgress,Medium,maria|ivan,2026-02-08T00:00:00,,KAN-889,4
890,Интегрировать с внешними сервисами,Обновить интерфейс страницы,Review,Medium,olga|maria,2026-03-15T00:00:00,2026-03-16T00:00:00,KAN-890,5
891,Добавить двухфакторную аутентификацию,Добавить журнал активности,InProgress,Medium,maria,2026-03-12T00:00:00,2026-03-31T00:00:00,KAN-891,2
892,Добавить обработку ошибок БД,Оптимизировать отправку сообщений,InProgress,Medium,alex|maria,2026-04-01T00:00:00,2026-04-10T00:00:00,KAN-892,2
893,Добавить страницу настроек проекта,Добавить проверку токена,InProgress,Low,alex|anna,2026-02-25T00:00:00,2026-03-12T00:00:00,KAN-893,4
894,Добавить проверку токена,Необходимо улучшить производительность запроса,ToDo,Medium,alex,2026-02-02T00:00:00,2026-02-02T00:00:00,KAN-894,1
895,Добавить проверку токена,Добавить журнал активности,Review,Low,maria|olga,2026-01-13T00:00:00,2026-01-22T00:00:00,KAN-895,4
896,Добавить уведомления,Добавить страницу настроек проекта,Done,High,anna|olga,2026-03-17T00:00:00,2026-04-01T00:00:00,KAN-896,2
897,Реализовать кэширование запросов,Добавить обработку ошибок БД,Review,Low,ivan|anna,2026-02-01T00:00:00,2026-02-02T00:00:00,KAN-897,5
898,Проверить целостность данных,Оптимизировать транзакции,InProgress,High,maria|anna,2026-01-16T00:00:00,2026-02-01T00:00:00,KAN-898,3
899,Добавить восстановление пароля,Реализовать новую функцию интерфейса,Done,Medium,olga,2026-03-25T00:00:00,2026-04-02T00:00:00,KAN-899,3
900,Исправить ошибку регистрации,Исправить нестабильное поведение функции,ToDo,High,john,2026-01-03T00:00:00,2026-01-05T00:00:00,KAN-900,2
901,Реализовать дополнительную бизнес-логику,Оптимизировать транзакции,InProgress,High,john|alex,2026-03-28T00:00:00,2026-04-15T00:00:00,KAN-901,5
